"F.ID","LAKE.ID","SITE.ID","METHOD","FCLASS","START.SEASON","END.SEASON","START.DATE","DURATION","TEMPERATURE","pH","O2.CAT","LIGHT.CAT","REPS","SRP.VALUE","SRP.UNITS","TDP.VALUE","TDP.UNITS","TP.VALUE","TP.UNITS","REF.ID","COMMENT","FLAG","FLAG.COMMENT"
"F0098","PLA","PLAD","OTHER MODEL","","WINTER","SPRING","02/15/79 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",0.0120547945205479,"mg/m2/d","1996_Dillon","winter multiyear average to 1988; mass balance calculation description on p2275",0,""
"F0099","RCE","RCED","OTHER MODEL","","SUMMER","FALL","08/15/78 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",0.0898630136986301,"mg/m2/d","1996_Dillon","summer multiyear average to 1988; mass balance calculation description on p2275",0,""
"F0100","RCE","RCED","OTHER MODEL","","WINTER","SPRING","02/15/78 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",0.0276712328767123,"mg/m2/d","1996_Dillon","winter multiyear average to 1988; mass balance calculation description on p2275",0,""
"F0101","ONQ","Q863","POREWATER PROFILE","Lgross","FALL","","09/01/88 00:00:00",14,NA,NA,"INSITU(OXIC)","INSITU",1,1.42,"mg/m2/d",NA,"",NA,"","1996_Manning","p669: p flux by molecular diffusion",0,""
"F0102","ONQ","Q863","POREWATER PROFILE","Lgross","SUMMER","","06/01/89 00:00:00",14,NA,NA,"INSITU(OXIC)","INSITU",1,0.52,"mg/m2/d",NA,"",NA,"","1996_Manning","p669: p flux by molecular diffusion",0,""
"F0103","ONQ","Q878","POREWATER PROFILE","Lgross","SUMMER","","07/01/89 00:00:00",14,NA,NA,"INSITU(OXIC)","INSITU",1,0.66,"mg/m2/d",NA,"",NA,"","1996_Manning","p669: p flux by molecular diffusion",0,""
"F0104","ONQ","Q878","POREWATER PROFILE","Lgross","FALL","","09/01/89 00:00:00",14,NA,NA,"INSITU(OXIC)","INSITU",2,1.34,"mg/m2/d",NA,"",NA,"","1996_Manning","p669: p flux by molecular diffusion",0,""
"F0105","AMK","AMNN","MASS BALANCE","Lnet","SUMMER","","07/15/80 00:00:00",NA,NA,8.8,"INSITU(HYPOXIC)","INSITU",1,NA,"",NA,"",7.7,"mg/m2/d","1997_Prepas","summer multiyear from 1980 to 1987; whole-lake experiment: low hypolimnetic oxygenation; release rate calculated as changes in total hypolimnetic TP mass (mg) between sampling dates, divided these values by the surface area at 10 m (mg/m2), and time-weigh",0,""
"F0106","AMK","AMNN","MASS BALANCE","Lnet","SUMMER","","07/15/89 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",1,NA,"",NA,"",3,"mg/m2/d","1997_Prepas","summer multiyear from 1989 to 1993; pH ranged from 7.6 to 9.3; whole-lake experiment: high hypolimnetic oxygenation; release rate calculated as changes in total hypolimnetic TP mass (mg) between sampling dates, divided these values by the surface area at ",1,"WLE: hypolimnion of north basin oxygenated"
"F0107","AMK","AMNS","MASS BALANCE","Lnet","SUMMER","","07/15/80 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",1,NA,"",NA,"",11,"mg/m2/d","1997_Prepas","summer multiyear from 1980 to 1987; whole-lake experiment: low hypolimnetic oxygenation; release rate calculated as changes in total hypolimnetic TP mass (mg) between sampling dates, divided these values by the surface area at 10 m (mg/m2), and time-weigh",0,""
"F0108","AMK","AMNS","MASS BALANCE","Lnet","SUMMER","","07/15/89 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",1,NA,"",NA,"",7.9,"mg/m2/d","1997_Prepas","summer multiyear from 1989 to 1993; whole-lake experiment: high hypolimnetic oxygenation; release rate calculated as changes in total hypolimnetic TP mass (mg) between sampling dates, divided these values by the surface area at 10 m (mg/m2), and time-weig",0,"WLE: hypolimnion of north basin oxygenated"
"F0109","ONH","HH2U","POREWATER PROFILE","Lgross","SUMMER","","06/01/96 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,61,"ug/cm2/y",NA,"",NA,"","1998_Azcue","",0,""
"F0110","CHA","BB21","CORE INCUBATION","Lgross","FALL","","09/15/96 00:00:00",NA,NA,NA,"OXIC","DARK",3,0.9,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0111","CHA","CB33","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,0,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0112","CHA","IL36","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,0,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0113","CHA","MB25","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,0,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0114","CHA","MI48","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,0,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0115","CHA","MI50","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,31.1,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0116","CHA","MI50","CORE INCUBATION","Lgross","FALL","","10/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",3,0.9,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0117","CHA","MI50","CORE INCUBATION","Lgross","SPRING","","04/15/95 00:00:00",NA,NA,NA,"OXIC","DARK",3,0.3,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0118","CHA","MI50","CORE INCUBATION","Lgross","SUMMER","","08/15/96 00:00:00",NA,NA,NA,"OXIC","DARK",3,6.2,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0119","CHA","MI51","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,2.1,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0120","CHA","MI51","CORE INCUBATION","Lgross","FALL","","10/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",3,1.2,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0121","CHA","MI51","CORE INCUBATION","Lgross","SPRING","","04/15/95 00:00:00",NA,NA,NA,"OXIC","DARK",3,0.7,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0122","CHA","MI51","CORE INCUBATION","Lgross","SUMMER","","08/15/96 00:00:00",NA,NA,NA,"OXIC","DARK",3,10.7,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0123","CHA","MI52","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,4.3,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0124","CHA","ML10","CORE INCUBATION","Lgross","FALL","","09/15/96 00:00:00",NA,NA,NA,"OXIC","DARK",3,0.4,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0125","CHA","ML12","CORE INCUBATION","Lgross","FALL","","09/15/96 00:00:00",NA,NA,NA,"OXIC","DARK",3,0.3,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0126","CHA","ML19","CORE INCUBATION","Lgross","FALL","","09/15/96 00:00:00",NA,NA,NA,"OXIC","DARK",3,0.4,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0127","CHA","NA34","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,1.4,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0128","CHA","NA37","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,3.9,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0129","CHA","NA37","CORE INCUBATION","Lgross","FALL","","10/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",3,2,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0130","CHA","NA37","CORE INCUBATION","Lgross","SPRING","","04/15/95 00:00:00",NA,NA,NA,"OXIC","DARK",3,1.5,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0131","CHA","NA37","CORE INCUBATION","Lgross","SUMMER","","08/15/96 00:00:00",NA,NA,NA,"OXIC","DARK",3,6.6,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0132","CHA","PTH7","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,3.1,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0133","CHA","PTH7","CORE INCUBATION","Lgross","FALL","","10/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",3,0,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0134","CHA","PTH7","CORE INCUBATION","Lgross","SPRING","","04/15/95 00:00:00",NA,NA,NA,"OXIC","DARK",3,4.2,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0135","CHA","PTH7","CORE INCUBATION","Lgross","SUMMER","","08/15/96 00:00:00",NA,NA,NA,"OXIC","DARK",3,2.1,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0136","CHA","SB40","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,1.6,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0137","CHA","SB41","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,3.5,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0138","CHA","SB41","CORE INCUBATION","Lgross","FALL","","10/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",3,0.4,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0139","CHA","SB41","CORE INCUBATION","Lgross","SPRING","","04/15/95 00:00:00",NA,NA,NA,"OXIC","DARK",3,0,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0140","CHA","SB41","CORE INCUBATION","Lgross","SUMMER","","08/15/96 00:00:00",NA,NA,NA,"OXIC","DARK",3,8.6,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0141","CHA","SESS","CORE INCUBATION","Lgross","FALL","","09/15/96 00:00:00",NA,NA,NA,"OXIC","DARK",3,0.6,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0142","CHA","SLA4","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,0.7,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0143","CHA","SLB2","CORE INCUBATION","Lgross","SUMMER","","07/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",2,2.7,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0144","CHA","SLB2","CORE INCUBATION","Lgross","FALL","","10/15/94 00:00:00",NA,NA,NA,"OXIC","DARK",3,0,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0145","CHA","SLB2","CORE INCUBATION","Lgross","SPRING","","04/15/95 00:00:00",NA,NA,NA,"OXIC","DARK",3,0.5,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0146","CHA","SLB2","CORE INCUBATION","Lgross","SUMMER","","08/15/96 00:00:00",NA,NA,NA,"OXIC","DARK",3,2.5,"umol/m2/h",NA,"",NA,"","1999_Cornwell","core dimensions: 0.15m sediment, 0.3m high chamber, 10.2cm diameter, overlying water was stirred; Flux determined by linear regression of solute concentrations versus time",0,""
"F0147","ONQ","QUBA","MASS BALANCE","Lnet","SUMMER","","08/15/72 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",1.33,"mg/m2/d","1999_Nicholls","summer multiyear average from 1972 to 1995, Figure 12, p257",0,""
"F0148","AMK","AMNW","OTHER MODEL","Lgross","SUMMER","","07/15/82 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",6.2,"mg/m2/d","2001_Burley","summer; from Table 1, determined with Nurnberg's sediment regression; Mitchell & Prepas 1990 Atlas of Alberta Lakes",0,""
"F0149","BAP","BANW","OTHER MODEL","Lgross","SUMMER","","08/15/80 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",11,"mg/m2/d","2001_Burley","multiyear from 1980 to 1987 (summers); from Table 1, determined with Nurnberg's sediment regression; Mitchell & Prepas 1990 Atlas of Alberta Lakes",0,""
"F0150","CRK","CRKW","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",4.3,"mg/m2/d","2001_Burley","summer; from Table 1, determined with Nurnberg's sediment regression; Reedyk 2001",0,""
"F0151","TBR","TABW","OTHER MODEL","Lnet","SUMMER","","07/28/96 00:00:00",4,16,6.95,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",2.06,"mg/m2/d","2001_Petticrew","release rates in Table 1",0,""
"F0152","TBR","TABW","OTHER MODEL","Lnet","SUMMER","","08/05/96 00:00:00",3,17,7.02,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",-4.64,"mg/m2/d","2001_Petticrew","release rates in Table 1",0,""
"F0153","TBR","TABW","OTHER MODEL","Lnet","SUMMER","","08/11/96 00:00:00",4,17,6.76,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",3.97,"mg/m2/d","2001_Petticrew","release rates in Table 1",0,""
"F0154","TBR","TABW","OTHER MODEL","Lnet","SUMMER","","08/18/96 00:00:00",4,17,6.97,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",0,"mg/m2/d","2001_Petticrew","release rates in Table 1",0,""
"F0155","TBR","TABW","OTHER MODEL","Lnet","SUMMER","","08/25/96 00:00:00",4,16,6.95,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",0.08,"mg/m2/d","2001_Petticrew","release rates in Table 1",0,""
"F0156","TBR","TABW","OTHER MODEL","Lnet","FALL","","09/02/96 00:00:00",3,16,6.52,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",0,"mg/m2/d","2001_Petticrew","release rates in Table 1",0,""
"F0157","TBR","TABW","OTHER MODEL","Lnet","FALL","","09/09/96 00:00:00",2,15,7.04,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",-0.45,"mg/m2/d","2001_Petticrew","release rates in Table 1",0,""
"F0158","TBR","TABW","OTHER MODEL","Lnet","FALL","","09/15/96 00:00:00",3,14,7.09,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",0.24,"mg/m2/d","2001_Petticrew","release rates in Table 1",0,""
"F0159","TBR","TABW","OTHER MODEL","Lnet","FALL","","09/23/96 00:00:00",2,12,7.25,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",0.84,"mg/m2/d","2001_Petticrew","release rates in Table 1",0,""
"F0160","HFM","HFMV","OTHER MODEL","Lgross","SUMMER","","07/15/82 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",7.6,"mg/m2/d","2001_Prepas","summer; p1094; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period of distinct thermal stratification",0,""
"F0161","HFM","HFMV","OTHER MODEL","Lgross","SUMMER","","07/15/88 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",5.92,"mg/m2/d","2001_Prepas","summer; estimated using GraphClick; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period of distinct thermal stratification",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0162","HFM","HFMV","OTHER MODEL","Lgross","WINTER","","01/15/89 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",3.6,"mg/m2/d","2001_Prepas","winter; p1094; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period from approximately 1 month after freeze-up to mid-February",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0163","HFM","HFMV","OTHER MODEL","Lgross","SUMMER","","07/15/89 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",4.15,"mg/m2/d","2001_Prepas","summer; estimated using GraphClick; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period of distinct thermal stratification",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0164","HFM","HFMV","OTHER MODEL","Lgross","WINTER","","01/15/90 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",0.835,"mg/m2/d","2001_Prepas","winter; estimated using GraphClick; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period from approximately 1 month after freeze-up to mid-February",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0165","HFM","HFMV","OTHER MODEL","Lgross","SUMMER","","07/15/90 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",4.82,"mg/m2/d","2001_Prepas","summer; estimated using GraphClick; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period of distinct thermal stratification",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0166","HFM","HFMV","OTHER MODEL","Lgross","WINTER","","01/15/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",1.57,"mg/m2/d","2001_Prepas","winter; estimated using GraphClick; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period from approximately 1 month after freeze-up to mid-February",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0167","HFM","HFMV","OTHER MODEL","Lgross","SUMMER","","07/15/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",6.74,"mg/m2/d","2001_Prepas","summer; estimated using GraphClick; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period of distinct thermal stratification",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0168","HFM","HFMV","OTHER MODEL","Lgross","WINTER","","01/15/92 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",3.24,"mg/m2/d","2001_Prepas","winter; estimated using GraphClick; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period from approximately 1 month after freeze-up to mid-February",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0169","HFM","HFMV","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",2.87,"mg/m2/d","2001_Prepas","summer; estimated using GraphClick; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period of distinct thermal stratification",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0170","HFM","HFMV","OTHER MODEL","Lgross","WINTER","","01/15/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",2.2,"mg/m2/d","2001_Prepas","winter; estimated using GraphClick; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period from approximately 1 month after freeze-up to mid-February",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0171","HFM","HFMV","OTHER MODEL","Lgross","SUMMER","","07/15/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",4.52,"mg/m2/d","2001_Prepas","summer; estimated using GraphClick; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period of distinct thermal stratification",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0172","HFM","HFMV","OTHER MODEL","Lgross","WINTER","","01/15/94 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",4.3,"mg/m2/d","2001_Prepas","winter; estimated using GraphClick; calculated as the slope of the regression line of whole-lake TP mass (g/m2) against time, for the period from approximately 1 month after freeze-up to mid-February",1,"WLE: lime added Jul-1988, Aug-1989, May-1991, May-1993"
"F0173","BAP","BANR","OTHER MODEL","Lgross","WINTER","","01/15/91 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",0.8,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0174","BAP","BANR","OTHER MODEL","Lgross","SUMMER","","07/15/91 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",7.3,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0175","BAP","BANR","OTHER MODEL","Lgross","WINTER","","01/15/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",0.2,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0176","BAP","BANR","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",7.1,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0177","BAP","BANR","OTHER MODEL","Lgross","SUMMER","","07/15/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",3.1,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0178","BAP","BASR","OTHER MODEL","Lgross","WINTER","","01/15/91 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",0.7,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0179","BAP","BASR","OTHER MODEL","Lgross","SUMMER","","07/15/91 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",4.4,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0180","BAP","BASR","OTHER MODEL","Lgross","WINTER","","01/15/92 00:00:00",NA,NA,NA,"INSITU(OXIC)","INSITU",NA,NA,"",NA,"",1.2,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0181","BAP","BASR","OTHER MODEL","Lgross","SUMMER","","07/15/92 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",8.9,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0182","BAP","BASR","OTHER MODEL","Lgross","SUMMER","","07/15/93 00:00:00",NA,NA,NA,"INSITU(HYPOXIC)","INSITU",NA,NA,"",NA,"",2.8,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
"F0183","CRK","CRNW","OTHER MODEL","Lgross","WINTER","","01/15/90 00:00:00",NA,NA,NA,"INSITU(ANOXIC)","INSITU",NA,NA,"",NA,"",-0.9,"mg/m2/d","2001_Reedyk","release rates in Table 4",0,""
